"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000207056",0.386721468430395,-2.45310726223434,3.06843152253092,-0.799466191186486,0.424020143008146,0.501306198879329
"ENSG00000049245",84.8661531376363,0.660595250190113,0.105866665523031,6.23987963469389,4.37907724626139e-10,1.56997276940124e-09
"ENSG00000049246",97.1529180307093,-0.509328435649968,0.102452029306366,-4.97138455039192,6.64764454074843e-07,1.92763001022265e-06
"ENSG00000049249",0.160521849661993,0.494079844085102,2.05403663007765,0.240540911904976,0.809910950958959,NA
"ENSG00000116288",278.559080222366,0.299513347271533,0.066958564433341,4.47311482565769,7.70883542012729e-06,2.04204938269468e-05
"ENSG00000200344",0.113057077611456,0.0818862747426323,2.61282528013792,0.0313401264773088,0.974998289811785,NA
"ENSG00000116285",1061.89378467773,-4.46621624631614,0.0672966640125865,-66.3660868164404,0,0
"ENSG00000200975",0.437168874826027,-2.66559093704078,1.44157929132698,-1.84907687914072,0.0644467124233848,0.0982740898166351
"ENSG00000162426",11.7119338552323,6.21025446171859,0.791226636803143,7.84889458071127,4.19720228904938e-15,1.93534186025615e-14
"ENSG00000206757",0.16631282133645,0.494080243800128,2.35245081453592,0.210027874226819,0.833645917717572,NA
"ENSG00000142599",285.408562441282,0.682238717008156,0.0679308733029853,10.0431318461819,9.84962557522909e-24,6.52564058453079e-23
"ENSG00000074800",767.760563855675,1.425273216129,0.058128090166925,24.5195259647458,9.14605839209902e-133,2.72095237164946e-131
"ENSG00000201725",0.178080278276025,-1.56689908017528,2.2626958586218,-0.692492132428999,0.488628325003686,NA
"ENSG00000183445",0.288554511792462,-0.742512619671493,1.61718701297993,-0.459138376521644,0.646134799603808,0.703180116065488
"ENSG00000131686",0.253370222437857,-1.9790983632907,2.07174129558602,-0.955282576790498,0.339434816042203,NA
"ENSG00000212621",0.284416496984076,-0.74251154174909,1.79789328640277,-0.412989773845092,0.679614106030698,0.734192054489867
"ENSG00000142583",6.85365422053439,4.57083217428807,0.805580923299868,5.67395781365422,1.39535508022445e-08,4.56366661544868e-08
"ENSG00000180758",2.95441139335498,0.95833268769237,0.567019139456245,1.6901240557971,0.0910042235707158,0.13265080532585
"ENSG00000049239",597.032757346089,-2.84755230418061,0.0620382604875944,-45.8999379060609,0,0
"ENSG00000171621",27.3763176989132,-2.06479493754826,0.232806950669712,-8.8691292575608,7.37200670758254e-19,4.03698915986909e-18
"ENSG00000171612",20.8789077552364,-0.488535390497142,0.20469651408665,-2.38663268242243,0.0170034704818413,0.0295649320598053
"ENSG00000188807",2.18173530050083,2.75381863365537,0.905947389195776,3.03971142971115,0.00236804923129613,0.00466969045355656
"ENSG00000171608",19.9620470322653,-0.440469327156256,0.224277849847742,-1.96394484544632,0.0495364884292916,0.0776888494921493
"ENSG00000179840",0.547372699978576,-0.770746353333676,1.32707058366593,-0.580787761269297,0.561383504593472,0.630565940281281
"ENSG00000171603",256.897949176941,2.53185599947733,0.0973596678264109,26.0051832139726,4.32685677937581e-149,1.48747720837653e-147
"ENSG00000178585",51.3598753327337,0.56755068219587,0.136866828342201,4.14673656919158,3.372477042484e-05,8.39456473808971e-05
"ENSG00000162441",33.2511311802325,0.57285380182068,0.185936428299954,3.08091215400001,0.00206367523604904,0.00411670611240215
"ENSG00000173614",31.9591071716054,0.335498734993184,0.170804726798727,1.96422394907448,0.0495041266512344,0.0776888494921493
"ENSG00000202415",0.313895270405829,-1.56690735116256,1.58794065511402,-0.986754351377229,0.323763078094122,0.400429802731638
"ENSG00000162444",12.1758586109027,1.49988692282077,0.305228691977461,4.91397749373945,8.92469993783862e-07,2.56150478735368e-06
"ENSG00000130939",110.415873448162,0.114960769878829,0.0968722483785198,1.18672552565962,0.235335903144451,0.305423357520525
"ENSG00000054523",151.448368319879,0.192364058325644,0.078848643888506,2.43966222929149,0.0147010002171838,0.0258730913947477
"ENSG00000199562",0.270182366739885,-1.97909891211702,2.03235783366514,-0.973794515578944,0.330158576779202,NA
"ENSG00000142657",106.029735176501,0.224229165587293,0.0982457732425236,2.28232887977557,0.0224699307358437,0.0382409052237077
"ENSG00000175279",14.1436145979425,0.754778925271275,0.259484574526675,2.90876221312217,0.00362862738043015,0.00702564024721582
"ENSG00000160049",61.4588373363967,0.0929527766543299,0.128884022251793,0.721212567937501,0.470778740411508,0.544519410404937
"ENSG00000142655",39.4819155695746,-0.699206333894704,0.19207060832319,-3.64036090685034,0.000272256153026441,0.000608642006838011
"ENSG00000130940",20.8591863201613,2.62773528437851,0.299441411317623,8.77545718481543,1.70210938721035e-18,9.19079658643772e-18
"ENSG00000215785",0.779410120099768,-2.95962940966185,1.190334215867,-2.48638522711552,0.0129048188365002,0.0229073490993297
"ENSG00000120948",136.826355316019,-0.23455772162582,0.0821412156063215,-2.85554237168811,0.00429633896769086,0.00822070053558164
"ENSG00000009724",98.5199176066348,-4.81913175318039,0.200125741057251,-24.080519216175,3.99993199658773e-128,1.17864662832785e-126
"ENSG00000116649",45.2901811905786,-0.739742326708115,0.156186497581164,-4.7362757867318,2.17681319856929e-06,6.03500003259265e-06
"ENSG00000171824",71.044542159993,0.168419184258777,0.121667503544541,1.38425774633505,0.166279547088607,0.225052020425262
"ENSG00000198793",149.35740418232,0.00285299644227741,0.0786520557810241,0.0362736410885491,0.971064167467785,0.975646392478785
"ENSG00000171819",1.20096442873979,-1.7359450419395,0.948876381267206,-1.82947439330419,0.0673285719428772,0.102215211771964
"ENSG00000120942",4.98394039731389,0.0966875957431045,0.454750291541489,0.21261689666071,0.831625791141138,0.862860562639397
"ENSG00000204624",0.361091505255958,1.63959725862847,1.69799471510326,0.965607986906344,0.334240377241614,0.411679827701256
"ENSG00000116661",19.4773389761098,1.23608486969191,0.274910861842829,4.49631150041134,6.91424202713695e-06,1.84102106987622e-05
"ENSG00000132879",54.1467685549066,0.918384490072765,0.154207273033388,5.95551994408152,2.59246280122003e-09,8.87287600329069e-09
"ENSG00000116663",6.98261949849885,-0.930488490606647,0.385181282125077,-2.415715752004,0.0157043155759713,0.027467016615068
"ENSG00000116670",26.5468454242653,-0.42207164064621,0.19768359612234,-2.13508682017806,0.0327539190070441,0.0539045879828694
"ENSG00000162490",0.665748540664539,0.429088563162478,1.23903280956544,0.346309282409536,0.72911029337726,0.777081380540559
"ENSG00000177674",31.1831088888848,1.62497595754355,0.212239714886856,7.65632369233917,1.91331117407639e-14,8.62942386675272e-14
"ENSG00000177553",0.13936253494404,-0.742505520605266,2.4443044485926,-0.303769655630579,0.761303386252651,NA
"ENSG00000215910",6.71452750960227,0.975700338616542,0.402942318883034,2.42143923061049,0.0154591855535949,0.027053574718791
"ENSG00000177000",66.3566993335675,1.33556973006899,0.129550426474292,10.3092654066563,6.3988544316388e-25,4.39956791366454e-24
"ENSG00000116685",29.1504922875393,-0.425152429296491,0.186333959069131,-2.28166906032817,0.0225088860542353,0.0382861426343068
"ENSG00000011021",8.26061633637718,0.976512099762798,0.369920365472233,2.63979004918046,0.00829574018363705,0.0152055806446523
"ENSG00000175206",2.79053521447515,0.210378764225202,0.574061484628413,0.366474271238348,0.714011207837758,0.764080242857239
"ENSG00000120937",0.241709454935194,-1.15470779317237,1.83664344861674,-0.628705475764516,0.529541892593017,NA
"ENSG00000199347",2.19185850158519,0.771854863289388,0.676574242319356,1.14082803484123,0.253941491717989,0.326828192751854
"ENSG00000083444",180.747670039891,-0.606312676658446,0.0870801968283557,-6.96269299727873,3.33828791198528e-12,1.34138477917954e-11
"ENSG00000116688",85.8091292096569,0.0713812445516403,0.101763399143617,0.701443202097656,0.483026468803044,0.555983591695171
"ENSG00000116691",20.9314327510398,-0.681157810120599,0.205279420886319,-3.31819822551924,0.000906001629977662,0.00190303397362586
"ENSG00000202461",0.322281080593337,1.46110107327053,1.53907159854799,0.949339247536614,0.342448098283971,0.420116739131882
"ENSG00000120949",0.868437459289175,1.10323813287,1.05458537283299,1.04613449161191,0.295498942564424,0.373325328009118
"ENSG00000028137",38.9883909014248,-1.96894686816238,0.169474544023169,-11.6179505276804,3.34053745973364e-31,2.75616610677757e-30
"ENSG00000048707",238.396231266431,0.496735677569683,0.0653810827006948,7.59754438212147,3.01802728978213e-14,1.3513424652078e-13
"ENSG00000209463",0.571416000652694,-2.99652235625738,1.36574158010952,-2.19406247850862,0.0282309182409558,0.0471124385315627
"ENSG00000162496",412.015251661125,-1.78560658165126,0.0717748597263609,-24.8778832652383,1.29130709534424e-136,3.95574668613375e-135
"ENSG00000204518",1.32406312708336,3.51110538296289,0.956249872611267,3.67174468047246,0.000240900287423683,0.000542859059933631
"ENSG00000179172",4.52564558483942,-0.188731069731694,0.470866064607852,-0.400816885984072,0.688554945702678,0.742570409003291
"ENSG00000179412",0.184580110415442,-0.330313395359092,1.97575438989808,-0.167183429806845,0.867225722020421,NA
"ENSG00000215909",0.218293167086421,-1.1547046767172,2.16587300743153,-0.533135909979571,0.593939502640902,NA
"ENSG00000162493",14.322706261321,1.9623210605533,0.315149229794296,6.22664082610687,4.765418866727e-10,1.70060045832218e-09
"ENSG00000116731",65.0627299713044,0.666581385362216,0.125118376717837,5.32760576702071,9.95158308830622e-08,3.09138534891762e-07
"ENSG00000189337",13.1047768546366,2.91064928017451,0.389775010328525,7.46751126430922,8.17257325389324e-14,3.58665838972279e-13
"ENSG00000203390",0.618414463398476,2.41669193934058,1.35543522546863,1.78296379932507,0.0745921963782055,0.111599736747663
"ENSG00000175147",13.3307603492508,1.56348037967623,0.312899355351764,4.99675168048381,5.83040669164039e-07,1.6970158329196e-06
"ENSG00000171729",49.7961501772105,2.34436265001216,0.185246025884009,12.6554005076475,1.04441586379007e-36,9.97352679804472e-36
"ENSG00000204464",0.701561354831642,2.58294604813363,1.06314583657788,2.42953126397765,0.0151183609625402,0.0265472240738363
"ENSG00000215720",1.76442519207339,0.57979209424476,0.779441933778687,0.743855403614177,0.456963957777837,0.531321490178364
"ENSG00000142621",0.708435045104666,1.3659404786093,1.07525608229268,1.27033969033388,0.203963655943263,0.269915975829109
"ENSG00000142634",59.8762928123975,-1.13690725568482,0.138160956618894,-8.22886062392347,1.89002534384841e-16,9.32653654524238e-16
"ENSG00000132906",34.9652951065615,0.784333103777915,0.175440842971207,4.47064144525707,7.79853470681839e-06,2.06404331761301e-05
"ENSG00000116138",35.4756674435375,1.17419786923335,0.172474787684412,6.80793920663843,9.90066820573723e-12,3.89728593238562e-11
"ENSG00000116771",309.540382003914,1.10642908380314,0.062828791586122,17.6102238459658,2.05630258714252e-69,3.21323242657523e-68
"ENSG00000142635",2.24418937727821,1.3189828741802,0.708813743822055,1.860831404126,0.0627679891686193,0.0958778901925923
"ENSG00000197312",13.5436293404507,0.174326604846792,0.278025517724735,0.627016564067286,0.530648377456251,0.601842404636965
"ENSG00000215695",29.2835628721598,-0.191424510598476,0.193314057415461,-0.990225507434655,0.322063907643354,0.39906517030378
"ENSG00000116786",70.6952377005874,0.341962252216412,0.135909952964281,2.51609425769048,0.0118663442756564,0.0211732809624457
"ENSG00000162461",14.5388413782812,-0.405750832295963,0.243196844757015,-1.66840500213463,0.0952353559604363,0.138077877854541
"ENSG00000162460",30.4891457333189,-2.19431320559625,0.251620876604903,-8.72071202995519,2.7645772790553e-18,1.47730606241746e-17
"ENSG00000162458",33.1373524160464,0.679665442623168,0.179720796563672,3.78178516687341,0.000155707715097439,0.000359790642652335
"ENSG00000197883",36.5189940989423,2.24561959538798,0.202455140601542,11.0919366567612,1.37283000253918e-28,1.05660100195429e-27
"ENSG00000179743",7.89303646159053,-0.2846734551765,0.352119764538661,-0.808456337432443,0.418827931503932,0.496305484516724
"ENSG00000065526",148.168974727711,-0.081733044038663,0.0793089800413878,-1.03056481114762,0.302744944797842,0.380924302238521
"ENSG00000209487",0.100756472633158,0.0818867592667751,2.71149556364899,0.0301998499885341,0.975907668169911,NA
"ENSG00000116809",25.3465736877714,0.832405041725994,0.214200848640146,3.88609590956581,0.000101869273114605,0.000241150368031055
"ENSG00000183888",9.62557379762075,5.49613929088632,0.795809209108213,6.90635296498431,4.97271824819445e-12,1.98012744657833e-11
"ENSG00000173641",54.716632726801,1.74346809776521,0.150817061013856,11.5601516568807,6.55928438243586e-31,5.36889573525306e-30
"ENSG00000186510",214.555970439181,6.94306074635609,0.338351752227685,20.52024468809,1.41995959327916e-93,3.18359056638095e-92
"ENSG00000184908",197.192868755415,6.60776563858829,0.317260760488018,20.8275540549801,2.43587163215841e-96,5.70953547719554e-95
"ENSG00000185519",3.52277463679905,4.44391562748195,0.845677304992985,5.25485974525332,1.48137318661944e-07,4.53350013788383e-07
"ENSG00000142627",38.1008577485864,0.239888400401068,0.165769069907682,1.44712400530849,0.14786219582871,0.203870603339586
"ENSG00000142632",4.40391052889924,0.247534717056807,0.457416432888753,0.541158339007487,0.588398450110787,0.652746069276189
"ENSG00000204378",0.735446843121516,2.02662105367187,1.2504145203331,1.62075937276544,0.105069254721801,0.15113169414656
"ENSG00000204377",7.85121147310359,-0.182441256871784,0.32751126293926,-0.557053382636246,0.57749095682682,0.644771546332689
"ENSG00000132881",6.93650922120619,0.542745607900454,0.383320328272044,1.41590614394775,0.15680298586056,0.214099046007314
"ENSG00000037637",38.4124159608435,0.301617262807431,0.185348495031176,1.62729814858598,0.103673790938367,0.149471905481505
"ENSG00000055070",97.3086338257645,0.0687008875564079,0.0967536798545358,0.710059686202077,0.477667124322597,0.55063415896204
"ENSG00000187144",0.584898612400149,-2.5305748253204,1.22793078939865,-2.06084483520418,0.0393178455409524,0.0633590698456805
"ENSG00000157191",78.7649203273223,-0.497075588298299,0.105338578692344,-4.71883705351749,2.37196713032906e-06,6.55841492514578e-06
"ENSG00000080947",18.335303015061,-0.0410582318294975,0.235354366967408,-0.174452814955344,0.861509610280617,0.887294202936605
"ENSG00000197511",0.163802101940122,0.494079829721898,2.04250220064369,0.241899288806734,0.808858201221197,NA
"ENSG00000179571",20.9410587793745,0.276674970658611,0.218453369541494,1.26651729492347,0.205327941506158,0.271489167102587
"ENSG00000215908",160.282845014827,-2.20352387944405,0.0898589874131231,-24.5220199212065,8.60262936958644e-133,2.58412963781558e-131
